  5  1 22 1930 D   266.9    10.6     9.1   -12.4   266.5     7.1    12.3   -12.1   -17.1    71.9    -0.8     0.0    48.70 99999.00    98.84     0.16     1.0 99999.0    10.3
  5  1 22 2030 D   262.1     9.8     9.0   -12.5   260.5     6.8    11.7   -12.1   -17.2    71.7    -0.7     0.0    46.20 99999.00    98.94     0.16     1.0 99999.0    10.3
  5  1 22 2130 D   265.9    10.4     8.5   -12.4   264.9     7.2    11.7   -12.0   -17.2    71.0    -0.8     0.0    39.00 99999.00    99.03     0.16     0.9 99999.0    10.2
  5  1 22 2230 D   268.9    10.1     7.8   -12.7   268.1     7.1    11.5   -12.2   -16.8    75.3    -0.8     0.0    38.40 99999.00    99.06     0.16     0.9 99999.0    10.2
  5  1 22 2330 D   274.1     9.7     7.6   -13.2   273.1     6.5    11.8   -12.8   -16.8    79.2    -0.8     0.0    37.50 99999.00    99.09     0.16     0.9 99999.0    10.2
  5  1 22 2400 X   259.8    12.5     8.7    -9.6   258.7     8.7    11.9    -9.1   -13.4    75.5    -0.9     0.0   109.90 99999.00    98.39     0.24     1.2 99999.0    10.3
  6  1 22 0030 D   275.2     8.6     9.8   -13.7   274.0     6.2    10.7   -13.3   -17.4    78.1    -0.8     0.0    37.40 99999.00    99.15     0.16     0.9 99999.0    10.2
  6  1 22 0130 D   282.8     6.7    11.6   -14.1   280.2     4.7    11.5   -13.8   -18.0    77.7    -0.6     0.0    37.20 99999.00    99.13     0.15     0.9 99999.0    10.2
  6  1 22 0230 D   264.1     6.4     9.9   -14.5   259.6     4.5    11.0   -14.1   -18.3    77.9    -0.6     0.0    37.60 99999.00    99.23     0.14     0.8 99999.0    10.2
  6  1 22 0330 D   264.3     6.6    10.6   -14.9   264.5     4.7    11.8   -14.6   -18.7    78.3    -0.7     0.0    38.20 99999.00    99.26     0.14     0.8 99999.0    10.2
  6  1 22 0430 D   278.1     5.8    12.4   -15.2   274.5     4.1    15.1   -14.9   -19.0    78.8    -0.6     0.0    38.40 99999.00    99.23     0.14     0.8 99999.0    10.2
  6  1 22 0530 D   276.9     5.2    11.8   -15.6   270.5     3.7    13.3   -15.3   -19.2    79.8    -0.6     0.0    39.30 99999.00    99.24     0.13     0.8 99999.0    10.2
  6  1 22 0630 D   265.8     5.1    10.8   -15.9   261.1     3.7    12.8   -15.6   -19.4    80.4    -0.6     0.0    45.40 99999.00    99.28     0.13     0.8 99999.0    10.2
  6  1 22 0730 C   262.0     5.3     7.7   -16.2   261.3     3.9    10.9   -15.9   -19.6    81.5    -0.6     0.0    64.00 99999.00    99.30     0.13     0.7 99999.0    10.2
  6  1 22 0830 C   276.5     5.5     9.2   -15.8   272.8     4.3    11.5   -15.5   -19.4    79.4    -0.6     0.0   220.80 99999.00    99.32     0.13     0.7 99999.0    10.2
  6  1 22 0930 B   275.9     5.3     9.7   -14.7   274.2     4.3    13.6   -14.2   -18.9    74.3    -1.0     0.0   358.00 99999.00    99.39     0.14     0.7 99999.0    10.2
  6  1 22 1030 B   281.3     5.1    14.0   -13.5   274.5     4.3    16.0   -12.8   -18.3    70.0    -1.4     0.0   455.20 99999.00    99.39     0.15     0.7 99999.0    10.2
  6  1 22 1130 B   270.2     5.9    12.5   -12.9   267.0     5.0    16.3   -12.1   -17.7    68.4    -1.6     0.0   507.30 99999.00    99.35     0.15     0.7 99999.0    10.2
  6  1 22 1230 C   285.4     6.7    10.6   -12.3   284.9     5.5    14.0   -11.5   -17.3    67.8    -1.6     0.0   504.40 99999.00    99.30     0.16     0.7 99999.0    10.2
  6  1 22 1330 D   284.1     7.0     9.0   -12.1   284.3     5.5    13.8   -11.5   -17.0    69.0    -1.3     0.0   331.60 99999.00    99.29     0.16     0.7 99999.0    10.2
  6  1 22 1430 D   279.2     7.1     8.5   -12.1   277.6     5.5    11.7   -11.6   -16.8    70.8    -1.1     0.0   171.30 99999.00    99.29     0.16     0.7 99999.0    10.2
  6  1 22 1530 D   278.2     7.0    10.7   -12.3   277.1     5.1    14.3   -11.7   -16.7    72.5    -1.0     0.0   124.80 99999.00    99.31     0.17     0.7 99999.0    10.2
  6  1 22 1630 C   278.1     6.3     9.2   -12.7   277.2     4.8    11.9   -12.2   -16.4    77.3    -0.9     0.0    56.60 99999.00    99.34     0.17     0.6 99999.0    10.2
  6  1 22 1730 D   276.1     7.3    11.4   -13.1   274.1     5.4    11.6   -12.6   -16.9    77.5    -0.9     0.0    42.70 99999.00    99.39     0.16     0.6 99999.0    10.2
  6  1 22 1830 D   267.6     7.4     8.1   -14.3   266.2     5.3    12.0   -13.8   -17.9    78.8    -0.9     0.0    42.80 99999.00    99.43     0.15     0.6 99999.0    10.2
  6  1 22 1930 D   273.9     7.0     9.2   -15.4   269.4     5.2    11.9   -15.0   -19.6    75.4    -0.8     0.0    42.40 99999.00    99.46     0.13     0.6 99999.0    10.2
  6  1 22 2030 D   277.3     6.9     8.0   -16.5   273.7     5.0    11.8   -16.2   -20.9    74.7    -0.7     0.0    42.30 99999.00    99.45     0.12     0.6 99999.0    10.2
  6  1 22 2130 D   283.1     6.3     8.9   -17.1   278.6     4.6    11.5   -16.8   -21.5    74.3    -0.7     0.0    42.10 99999.00    99.49     0.11     0.5 99999.0    10.2
  6  1 22 2230 D   280.4     6.3     7.7   -17.6   276.3     4.5    11.4   -17.3   -22.0    74.8    -0.7     0.0    41.70 99999.00    99.52     0.11     0.5 99999.0    10.2
  6  1 22 2330 D   277.2     6.6     7.9   -18.0   272.3     4.7    11.4   -17.7   777.7   777.7    -0.7     0.0    41.40 99999.00    99.55     0.10     0.5 99999.0    10.2
