  6 12 19 1630 D    52.7     3.2    26.3     2.1    60.3     2.1    15.2     2.1    -5.5    56.2    -0.1    57.6     6.90   -40.70   100.30     0.41     3.0     7.3    11.2
  6 12 19 1730 D    84.3     3.4     4.8     0.6    87.5     2.0     8.4     0.4    -4.2    69.1     0.2    21.4     0.00   -43.90   100.29     0.45     3.0     7.2    11.2
  6 12 19 1830 E    95.4     2.8     8.7    -0.1    92.9     1.5    14.0    -0.5    -4.2    74.6     0.7     0.4     0.00   -40.20   100.31     0.45     3.0     7.2    11.2
  6 12 19 1930 E   101.1     3.2     3.4    -0.3    97.7     1.1    13.9    -1.1    -4.1    78.1     1.6     0.0     0.00   -41.90   100.30     0.45     2.9     7.2    11.1
  6 12 19 2030 F   110.4     2.9     7.8    -0.3   131.0     1.1    22.0    -1.6    -4.0    81.5     2.4     0.0     0.00   -38.80   100.29     0.45     2.8     7.2    11.1
  6 12 19 2130 E   127.8     2.1     7.9    -0.4   208.4     1.1    14.5    -1.5    -4.0    81.8     2.4     0.0     0.00   -32.20   100.31     0.46     2.7     7.2    11.1
  6 12 19 2230 F   139.6     2.4    12.8    -0.4   777.7     1.1   777.7    -1.9    -4.0    83.8     3.1     0.0     0.00   -27.40   100.31     0.45     2.7     7.2    11.1
  6 12 19 2330 D   173.8     2.8     8.5    -0.6   225.7     1.7     9.6    -2.3    -4.2    86.2     3.5     0.0     0.00   -21.70   100.32     0.45     2.6     7.2    11.1
  6 12 19 2400 X     7.3     5.0    11.0     1.6     8.6     2.8    19.0     1.5    -2.6    73.8     0.2   104.4    92.20    32.90    99.96     0.52     2.8     7.2    11.2
  7 12 19 0030 E   206.4     5.3     5.6    -1.6   221.1     2.6     7.3    -2.9    -4.4    88.6     2.5     0.0     0.00   -25.00   100.29     0.44     2.5     7.2    11.1
  7 12 19 0130 D   207.0     5.7     3.2    -2.2   211.9     2.8     8.2    -3.2    -4.6    89.4     1.9     0.0     0.00   -26.40   100.29     0.43     2.4     7.2    11.1
  7 12 19 0230 E   206.1     5.1    10.0    -2.4   218.6     2.8    18.4    -2.8    -4.7    86.7     0.9     0.0     0.00   -27.20   100.26     0.43     2.3     7.2    11.1
  7 12 19 0330 F   201.9     2.2     9.5    -2.3   777.7     0.9   777.7    -2.9    -4.8    85.9     1.3     0.0     0.00   -18.10   100.29     0.43     2.3     7.2    11.1
